"temp","humidity","spo2","pulserate","ECG"
27,-0.490600721,-0.389789798,0.329306813,1.314468382
25,-0.162332436,-1.413609766,-0.03162708,0.653511001
25,-0.657064882,0.204615157,0.140681725,0.279144171
25,0.570676409,0.470717836,1.022763125,-1.229317543
26,0.698042419,-2.781368758,-0.50224721,-1.080446758
25,-0.711298768,0.506438795,0.254999933,0.325902056
26,0.7848065,-1.063494409,-0.276097076,0.480286798
26,-0.151574352,-0.389725464,-0.92984045,-0.274047201
27,-0.982597079,-0.53793422,-0.591714675,-0.952056637
25,-0.692346222,2.145003605,-1.995300923,0.741756898
25,0.446492721,-0.596868996,1.017822641,0.970136496
25,1.028386666,-0.158128127,0.192949481,-0.557289365
26,0.251286472,-0.916141986,-0.008700895,-1.884269967
25,-0.247343145,1.682746357,-0.010352434,0.843495684
26,1.013263244,0.501522364,1.715178074,-1.097255518
26,-0.361434826,0.112420841,1.523040401,-2.05053045
27,0.457308573,1.896432337,-1.324122835,-1.616569702
25,0.743339337,1.46069403,-0.499400606,-0.537634231
25,-1.388805158,-0.228031041,-1.995369808,0.834143552
25,-0.236692455,-0.224657241,0.7334526,1.013605394
26,-0.231205002,-0.355480487,-2.122087564,-0.478797109
25,0.419508674,1.343178736,-1.345332859,0.313874483
26,-0.126883559,-0.940459755,0.294707669,-1.02645937
26,-1.385783417,0.104727519,1.874338735,0.674489347
27,0.234387341,0.670149894,-1.188976887,0.322316912
25,-0.719485965,-0.366374479,1.054700057,0.124797167
25,-0.428032381,-0.988991066,-0.288936953,-0.014176438
25,1.882392046,1.524988446,-0.5276117,2.168342212
26,-0.229086462,-0.189302938,-1.122807994,1.48887625
25,-0.277935875,-0.192292103,0.864470545,0.666829716
26,0.964423035,-0.288807581,0.156896399,-1.393744891
26,-1.146329902,0.039412262,1.449419927,-0.665379312
27,1.321834084,0.11274188,-1.285901716,0.246385964
25,0.076124808,0.537976256,-0.696639376,1.019552738
25,-1.542454636,0.424007716,1.261532973,-0.883391965
25,0.475435957,0.568023043,-0.633357028,1.01655091
26,-0.622811535,-0.195625405,0.557565767,-0.349130383
25,-1.167019788,0.687843525,-0.833056105,-0.923236989
26,-0.856274935,1.279888532,0.5407447,0.832755213
26,0.179821824,-0.131490809,0.833301697,-0.449339814
27,0.039438088,0.018661306,-1.223138376,-0.368082712
25,0.00200015,0.402068747,0.737653772,-0.445839201
25,-1.051816291,1.705560889,-1.134033257,-0.202091998
25,-0.688441951,-0.592788272,-0.395944957,-0.113893004
26,-0.371771136,-0.653367375,0.864567886,2.373272716
25,-2.26233749,-0.462332726,0.068447032,1.557585592
26,2.253588445,-0.240586078,-0.346118517,0.659562294
26,1.197659653,-0.116814563,-0.393209968,-1.394971144
27,0.164219068,0.234828144,0.690606844,-0.800327424
25,0.668144773,-1.36293213,0.139759503,0.341762205
25,-0.272441737,-0.533722119,-0.314000168,-0.313138307
25,0.578008792,-0.363219982,-0.01291142,-0.112303691
26,1.273915539,0.428998366,-0.546363996,-0.364586515
25,0.8080205,0.07741321,-0.264577075,-0.601360186
26,2.236901078,1.006509968,-0.307585866,-0.320384382
26,-0.859145429,0.321509011,1.083010171,-0.53608534
27,-1.594657424,-0.416961794,-1.597335947,-0.726935141
25,-1.523711394,0.430262017,-0.028073682,-0.29056787
25,0.963062402,-0.671017412,1.091802648,-1.502704918
25,0.252809731,-1.421425131,-0.474990976,1.170168721
26,0.785672744,-0.193449459,0.549522915,0.011169714
25,1.139561308,0.655219047,-0.389222547,-0.468198255
26,0.97810688,0.460890621,0.739713986,-0.993870002
26,0.065686587,-0.312835515,-0.351036498,0.305341736
27,-0.892009428,-0.636143494,1.18644187,1.178254901
25,-0.976515207,-0.088934119,-0.47915922,1.211566789
25,-0.069226406,0.755794578,0.447066574,-0.424898963
25,1.011574942,-0.317953347,-1.063508234,0.598993472
26,1.482008702,-0.987372832,-0.615737689,0.433880848
25,-0.549449273,1.205546152,0.185713336,-0.521533471
26,-1.249238118,1.551808524,1.019191928,-0.363386992
26,-1.094103988,-0.75774004,-1.073012753,-0.710476891
27,0.04337709,0.183983909,-0.11977264,0.526174207
25,-0.797073001,0.501343161,0.394824611,-0.024313479
25,0.147533578,1.425610298,-1.187200229,1.150633379
25,-0.478140746,0.884764021,-1.274620937,0.22222441
26,-0.818920148,-2.155708098,1.569684018,1.072655105
25,0.041121049,1.694857575,0.666272697,-0.143980601
26,-1.350216598,1.784908582,0.485764696,1.022137913
26,-1.329682825,-0.260681315,0.368607222,-0.063164702
27,-2.300276813,-0.630931964,-0.004329776,0.29059616
25,-0.842108647,-1.112028946,0.164774741,0.968963445
25,-1.135802697,-1.06051361,0.391075931,-2.065538464
25,-0.980571901,0.071470149,1.202013999,0.096744864
26,0.690839594,-1.476650465,-1.3262036,-0.784246664
25,-0.471576219,-1.239512034,0.403709288,-0.071027799
26,-0.254971384,-1.289904371,-1.578518817,0.195369952
26,-1.910357603,0.338730276,0.882762652,-0.909065573
27,0.431278208,-0.712561883,-1.156551187,0.952621469
25,-2.0867332,-0.122702989,1.237338281,-0.899119371
25,-0.295311966,-0.405136625,-0.047031622,-1.056006356
25,-0.243562084,0.261635086,1.449345692,-1.02239277
26,-1.451824921,1.004134632,0.393278221,0.899253401
25,0.015469116,0.797116815,0.284150931,0.843529818
26,-0.291321318,-0.239716058,0.563186734,1.214481497
26,-0.348733691,-1.452335325,1.447132065,-1.195624553
27,0.744223857,0.38636686,0.282235381,2.437082705
25,1.417759206,-1.505484007,-0.001591524,0.062000618
25,-0.463835113,1.1172959,0.265584561,0.087094205
25,1.167388267,-0.943570495,1.144732218,-0.88703238
26,1.722368242,1.270179328,-0.17960732,1.105537656
25,0.946257485,0.338003524,-0.566006713,-0.58073697
26,-0.119277646,0.72375545,0.698143902,-1.302050474
26,1.059463458,0.362434903,0.993099838,1.263088134
27,1.209674762,-0.778027775,0.36658822,-0.23654067
25,-2.411857903,0.220423028,0.412471348,0.858089531
25,0.47657215,0.477674785,-0.047829801,0.071136869
25,-0.573894591,-1.146622396,-0.908882106,-0.536810641
26,0.464445722,-2.406092992,-1.681559907,-2.320316652
25,0.136507152,-0.236414866,1.391025246,0.288979918
26,-0.397509334,-0.726788682,-2.414140496,0.377636468
26,1.404051056,-0.342832903,-0.672811409,1.261350876
27,0.258464519,-1.603964262,1.248812456,0.093439643
25,1.137894088,0.055867306,-0.026768782,0.012407866
25,-2.224101621,1.073894735,-0.877695737,-0.591253956
25,-1.286198203,-1.001340325,0.555906099,0.707092076
26,-0.303028459,-1.680801204,1.396505322,1.308293798
25,-0.968837403,1.097635841,-2.753525562,-1.01700679
26,-1.488848133,0.617015858,0.594338046,1.131901526
26,-0.814118043,-0.297309103,-0.725639422,0.494681771
27,-1.200244073,0.341885072,0.971783008,-1.546331175
25,0.982485994,0.048579871,-2.710245036,-1.380072483
25,0.184513008,0.543688357,1.290156671,-0.88964792
25,0.951389408,0.173991836,-0.178981399,0.575657884
26,-0.109286823,0.221555999,1.651250189,-1.241618263
25,0.732051537,0.685231136,-1.9976967,-1.8764916
26,-2.35537801,-0.002415909,-0.640703364,-0.251766711
26,-0.696411787,1.438311875,-0.359167351,-0.23733192
27,2.654814588,-1.964393371,1.285562451,-1.249691691
25,-0.168679319,-1.950995256,-0.480113333,-1.043491221
25,1.596918821,-1.196961242,0.394017423,0.529348138
25,0.432192938,-1.205659618,-4.146974079,-0.972695086
25,-0.146330853,-0.742113349,-2.035727436,0.911964206
26,-0.104897442,-1.333643906,-0.410092655,0.761696739
25,0.18278294,1.965379727,0.727488606,-0.403138793
26,2.325844571,0.646336882,0.793417242,1.630203182
26,0.087019211,-0.167126818,0.227684898,-0.660576067
27,-0.143572233,0.437152576,-1.699075561,-0.927030866
25,1.092494607,-0.722697193,0.01778446,-0.0644808
25,0.862252714,0.482961916,-0.47022964,-0.006235033
25,-1.419314617,-0.852833833,0.206728215,0.965764171
26,-1.310534293,0.496589149,0.331059296,-0.898961714
25,0.869276887,-1.690248788,1.012757593,-0.596128544
26,-0.552845995,0.707879958,0.330274514,0.844213238
26,-1.221783909,0.052251275,-0.609970238,-0.934429283
27,1.014497028,1.330394709,0.675951611,0.956315182
25,-0.522486031,1.246355534,0.097278294,0.707782599
25,1.045613649,1.554977121,0.230248333,-0.313201782
25,-1.791618222,0.003291103,0.669586349,0.072791825
26,-0.388880706,-0.324000163,0.373889067,-0.290962417
25,0.380803852,0.927645481,-0.601620715,0.250611176
26,-0.200519096,-0.096604003,-0.389061378,-0.233979014
26,-0.412215976,1.424376788,0.283085733,0.589838278
27,0.763789553,-0.774791334,-1.270019469,-1.027131261
25,1.396610584,-0.907413123,1.164312534,0.5910572
25,-0.034306705,0.104386006,-0.143752101,-1.440964393
25,2.328477197,0.261885339,0.624554145,0.702645916
26,-1.337058795,-1.645101247,-0.081647745,-3.209567154
25,-0.855129884,-0.123343279,1.236443486,0.344095315
26,0.532180112,0.111201022,0.276826673,0.57929047
26,0.914413723,-0.203289274,-0.29344923,0.753744019
27,-0.144312642,-0.252916691,-2.364044649,-0.205942298
25,-1.526651198,-1.543769915,0.553942349,0.956109905
25,0.996343712,1.608767821,-0.975933142,-0.308796543
25,0.184531758,1.28026716,2.564584571,0.467871197
26,1.702556125,-0.35952836,1.675471248,0.352742438
25,-1.731048746,0.358042016,-0.091024979,-0.182359418
26,-0.7315469,-2.428704454,-0.591508657,-1.458572535
26,0.128548422,0.416070427,1.237664458,1.811386152
27,0.567660871,-1.02167699,1.019929903,-1.930623557
25,0.939080232,0.725341944,-1.155804198,-0.857533306
25,-0.667321643,1.076285461,-1.342762688,-1.684127515
25,1.24595232,0.232619845,1.196538108,0.436014465
26,0.80324684,0.682874382,0.228630378,-1.167112124
25,0.378815655,-0.052032027,-1.459605543,0.636361301
26,-1.89945293,0.151119701,-0.932006327,1.565130311
26,0.48868524,1.165406769,1.895908333,0.481483498
27,0.476629308,-0.944695429,2.774376097,0.002996442
25,0.026623365,-1.385334918,0.36230207,1.887280366
25,0.378881014,1.29760383,-0.209155038,-0.450708136
25,-0.076193312,0.764206648,-1.790298137,-1.689179352
26,-1.937126471,0.711242388,-0.758167891,1.314507204
25,-0.30862809,-0.023334738,0.792072698,-0.869724461
26,-1.519660122,0.099819333,-0.99401601,0.944736755
26,-0.021063348,-1.189031039,-1.14290592,0.154524244
27,-0.331722518,-2.86960422,0.140179293,-0.375587377
25,0.834295129,1.792544782,-0.629994031,0.661886283
25,-1.443474411,1.280277325,0.751352628,0.816263788
25,1.344562276,0.531602373,0.071622809,-0.128567521
26,1.160282935,0.737319429,0.111522132,-1.466729094
25,-0.684685688,-1.448593247,-0.483928215,-1.514498905
26,-0.733229681,-0.44915437,0.553231792,2.104996602
26,-0.432196385,1.15366948,-0.603170579,-2.527996285
27,0.503907602,-0.150928238,-1.393508122,1.129787169
25,-0.835324183,-0.014067187,1.006364295,-0.236580522
25,-0.487857371,0.859035441,0.212898446,-0.420297403
25,0.076949113,-1.538500337,0.40838362,1.569923471
26,-0.100085583,-1.192599209,-0.290311592,0.176040058
25,-0.068578443,-0.990451038,0.707526257,-0.717997068
26,1.868488686,0.012208316,-0.052693751,0.345207231
26,0.117642248,-0.387932656,0.896984857,-1.084325605
27,0.112675719,1.729098249,0.38524439,0.396698171
25,-1.847315547,0.152100813,-1.840381918,-0.346897573
25,1.618482512,1.987518372,0.182709322,-0.128666623
25,0.078900759,0.157028873,1.989838972,0.707076473
26,-0.27667226,1.727662756,0.49718513,-0.1748459
25,-0.57275581,-0.393313007,0.280032155,0.831156906
26,1.939175816,-0.845302604,-1.292195459,-0.688217397
26,-1.2260929,0.119291997,1.578480001,0.807091222
27,1.783194062,-1.063433365,0.031497377,-1.419932153
25,-1.016421821,-0.632418143,-0.0997537,0.158116754
25,-0.284559652,0.23988907,0.089797298,0.022496282
25,-0.025897621,-1.951742087,0.381153243,-0.223211733
26,0.748151129,0.677077305,0.914745699,-0.757659587
25,0.514548968,-0.561171897,-0.112592775,0.566932441
26,1.682420049,-1.104985444,-2.157232202,1.702893016
26,-1.191310505,-1.290041008,0.839542579,1.936048631
27,-0.948940787,-1.307834905,-0.540173538,0.941494272
25,-0.536973043,-0.021692907,1.201462669,0.885493921
25,0.073723099,-0.873279685,0.102419578,0.730843064
25,-0.054948966,0.474143878,-0.782775981,0.578135627
26,0.417167464,-0.981186508,0.536978218,1.578012311
25,0.634661491,-0.6955443,0.012540185,1.657685301
26,0.110731949,-0.542415268,0.295551884,-0.959405505
26,-0.685182471,0.285146097,-1.515119402,0.111031488
27,-0.833081456,-0.965157257,1.439734019,-0.595191184
25,0.107365214,0.162194842,-0.967838027,-0.098146516
25,0.307356833,0.113879897,0.941341351,-1.687777071
25,0.54014674,0.719004966,1.261655107,0.442538316
26,-0.442806378,-0.33282326,-1.017553003,-0.403625572
25,1.400383918,0.843439932,-0.134130366,0.793791819
26,1.147568021,0.428135594,0.845428192,-0.727604937
26,-0.959009269,0.846789486,-1.192708197,-0.467066188
27,-0.586651301,-0.431018863,0.448499318,1.384266215
25,0.87272414,-0.015750038,-0.369163203,-2.133707126
25,1.534162323,-0.556587205,1.378769776,0.009902677
25,-0.689718201,1.532109904,0.554022781,0.345785065
26,0.061812111,0.700379104,-1.47871802,0.56944703
25,-0.001187715,-0.578972675,-0.019874988,-2.270778917
26,0.424094654,-0.588834904,-0.771680543,-0.068973235
26,0.550626769,0.079131927,-0.229224978,1.029546419
27,-0.682695509,1.325890287,0.751013528,-1.047523248
25,-0.328303429,-0.283226256,0.824205172,-1.166066902
25,1.415918334,0.060005792,0.680090367,-1.982637078
25,-0.217904555,1.680458046,-0.862271894,-0.598235469
26,-1.355614785,1.471783356,-1.149896324,-1.158392162
25,-0.065593268,-0.471655238,1.490525907,0.87056741
26,-0.445370626,1.334630799,-0.131331214,-0.434650584
26,0.045655902,1.228494347,0.094677827,0.000897665
27,-0.009620791,0.35608211,0.380320182,-0.576681932
25,1.910453504,-0.0641687,0.507306457,-0.053185921
25,-2.103261003,0.640349776,1.843000679,1.374596429
25,-0.142910597,-1.044003306,-0.336579172,1.429164604
26,-0.29659239,1.202971811,0.413795497,-0.485764986
25,-1.457108482,-0.034293029,0.800675944,0.667017704
26,0.374534588,-0.08886379,-0.403217708,-0.520653523
26,0.403588665,-0.276734255,-0.107841842,-0.097784544
27,1.13799065,-1.017310731,0.227273485,0.31626863
25,-1.356082887,-1.376973159,-1.531018775,0.24566758
25,-0.415027501,0.136013207,-2.578267979,-0.720444168
25,-0.334419366,-2.134718967,-0.354110503,-0.276550655
25,0.434085773,-0.125002931,-0.904000758,0.068462317
26,-0.274645742,1.645574732,0.063238333,-1.545796897
25,-0.278962408,1.174042659,-0.133468987,-1.25936932
26,-0.888633596,0.001358242,0.669054579,1.279640361
26,0.789142286,0.778931584,0.151447141,-0.273150507
27,1.32311999,-0.695180604,-1.124872399,-2.795823486
25,-0.220786117,0.095131195,0.838682809,2.287337039
25,0.898414766,0.033683299,-1.478401453,-0.463622896
25,1.051563881,0.437528804,2.206156665,-0.546080277
26,0.199612479,-1.394389428,0.420672897,-0.103754633
25,-0.392824198,-0.639901451,0.517408227,-1.784112985
26,0.064597862,0.402731012,-0.3298256,-1.356082887
26,0.436558529,1.915993216,-0.049330447,-0.415027501
27,0.280908895,-1.173237489,0.554278748,-0.334419366
25,-0.516160976,1.569539733,-1.908190225,0.434085773
25,0.406798129,0.679633249,-0.294892133,-0.274645742
25,-1.874825593,-1.149090418,-0.472615204,-0.278962408
26,1.191995147,-0.871641587,1.34619387,-0.888633596
25,1.056852155,0.368769908,1.815982337,0.789142286
26,-0.354576507,0.564861802,0.075586555,1.32311999
26,2.129414364,1.429927781,1.418947764,-0.220786117
27,-1.200223898,-0.780771173,0.985955321,0.898414766
25,0.527040309,-1.340252433,-0.623343593,1.051563881
25,1.257204451,-0.495572128,0.034637949,0.199612479
25,-0.439002997,0.261320743,-0.457439595,-0.392824198
26,0.476947906,0.470748152,-0.050185647,0.306829409
25,-0.721784651,0.851896945,0.913855179,-0.777777348
26,-0.905689438,0.289215858,0.515719011,0.552099753
26,1.03438315,-0.055278077,0.733190664,-0.197460667
27,0.111704717,-0.804963363,-0.829212473,0.217224439
25,-1.785758185,0.06144125,-1.499199332,0.19355587
25,0.166155802,-0.3136422,0.232828302,0.271162299
25,0.890856081,-0.046089678,-0.386073609,-0.278150325
26,0.180594427,-0.488647164,-0.851580776,-0.387683654
25,-0.849663181,-1.537328707,-0.251331883,-0.485643738
26,-0.787653335,-0.728844926,0.990214779,0.50559881
26,0.435952345,-0.254866037,-0.984617435,0.077779118
27,-1.991571444,0.343135239,0.764172293,0.828270053
25,1.312682892,0.54530186,0.131264813,1.004414112
25,0.511451493,-0.261220558,0.538433324,-2.520706654
25,0.20237985,-0.470877845,-0.661257724,-0.875742472
26,1.185163989,0.08300816,0.565440331,-1.268335618
25,1.072481809,-0.215760893,-0.069631292,0.792891206
26,0.316382383,0.080695001,0.397091438,1.178989442
26,0.645879848,0.99860988,-1.680114798,0.330413948
27,0.023918958,-0.490330411,-0.679437239,-0.230065082
25,0.114222906,0.124302361,2.182063095,0.907281512
25,-0.786665305,0.660337692,1.012340266,-0.432507616
25,0.499363283,2.204566497,0.01808381,-0.384272631
26,-0.358714803,0.356823679,1.717846293,-1.277619014
25,0.588425936,-1.061312101,0.457711983,-0.754521097
26,-2.281479833,-1.259219328,-0.22094979,-0.770804917
26,-0.953210703,-0.26961251,-0.371761103,-0.184778262
27,-0.721783371,0.301024608,1.299843331,1.447055385
25,2.136953096,0.817994277,0.28072215,1.666932752
25,-0.012609493,0.541302175,2.042957182,-0.035678225
25,0.328620272,0.615514147,0.699899825,0.484471586
26,1.093871245,1.47643239,-0.710644209,-0.793083903
25,-0.528078264,-1.383698433,-0.94839937,-0.516160976
26,0.893211914,-0.826602584,0.752670685,0.406798129
26,0.661719665,0.572130484,0.437898757,-1.874825593
27,0.568635831,1.128633643,0.193149642,1.191995147
25,2.221162013,1.150548414,-0.711351132,1.056852155
25,-0.517367928,-0.217941037,1.535770792,-0.354576507
25,-1.919846237,0.111861351,1.222876508,2.129414364
26,-1.279266031,-0.674358516,-1.06011749,-1.200223898
25,0.329242181,0.713263727,0.00208516,0.527040309
26,0.337156634,1.210908623,1.341344305,1.257204451
26,0.117173386,-0.38829398,-0.795063501,-0.439002997
27,-1.498596324,0.579714488,0.569440248,0.476947906
25,0.61971918,-0.621731542,-0.569135845,-0.721784651
25,-1.06587033,2.015405504,-0.487369514,-0.905689438
25,0.551896884,-0.459813821,0.284038193,1.03438315
26,1.092663547,-1.073667192,-0.009418416,0.111704717
25,0.111733509,-0.00035842,-0.427422608,-1.785758185
26,0.234996558,-1.028016966,-0.851750886,0.166155802
26,-0.853285619,2.261278019,-0.145268961,0.890856081
27,-0.255526107,-0.574929623,0.369441707,0.180594427
25,0.081477567,0.309245941,0.432916138,-0.849663181
25,-1.440838504,1.399566445,0.202797774,-0.787653335
25,-0.879947083,-1.426320898,1.570003674,0.435952345
26,0.935903843,-0.258165808,-0.790495076,-1.991571444
25,0.254353364,-0.743042198,0.047374925,1.312682892
26,0.707777892,1.769709608,-0.150991932,0.511451493
26,-2.593304626,-0.568937972,0.701456679,0.20237985
27,0.957170745,-1.466507689,0.181527516,1.185163989
25,-0.371992106,-0.583668217,-0.378841842,1.072481809
25,-0.315516271,-0.376453421,0.019597518,0.316382383
25,-1.33348216,-1.263932756,1.945085774,0.645879848
26,-1.40944371,0.292445776,-0.469900923,0.023918958
25,1.780542371,0.010392922,-1.1735616,0.114222906
26,0.867718737,1.194310461,-0.99452975,-0.786665305
26,-0.247737916,0.875701838,-0.332365237,0.499363283
27,-1.255972663,0.025224001,-0.57464284,-0.358714803
25,1.255403346,0.205080442,0.986137037,0.588425936
25,-0.380061586,0.845891206,-0.301050526,-2.281479833
25,0.063416806,-1.749624875,0.771015295,-0.953210703
26,0.921400279,-1.405022173,-0.56958016,-0.721783371
25,-2.134481878,-0.194555928,1.572401724,2.136953096
26,0.073191146,-0.323669473,-1.093980883,-0.012609493
26,-1.638586898,-0.997721619,0.250375526,0.328620272
27,1.006393221,0.728697509,0.581417289,1.093871245
25,1.275477288,-0.478370282,2.599139088,1.034034099
25,-1.200925302,-0.380172744,-0.342762468,0.385082029
25,-0.962729653,-0.494054653,-1.030622763,-0.547634479
26,0.614748502,-0.215868155,0.622918968,-0.075299482
25,1.60942579,0.865179639,1.265912934,0.399403655
26,0.032083401,-1.00178568,0.472441041,0.19749279
26,-2.452781757,-0.688734057,0.777788607,-1.67572205
27,-0.308883512,-0.116526198,-0.083208719,-0.469368656
25,-0.65199448,0.437732726,0.897955106,-0.849200198
25,0.060804828,0.622922642,0.553640739,1.285300267
25,1.881490395,-0.681952286,-0.124157788,1.628721015
26,0.399542104,-0.769464947,-1.310332622,-1.50423054
25,0.677664582,-2.036981781,-0.701874609,0.947830967
26,-0.393345021,-1.006627617,0.349135238,-1.019056322
